,StartDate,EndDate,Status,IPAddress,country,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,UserLanguage,consent,workerID,automatrix_check,yourjob,yourskills,yourskills_26_TEXT,pagetime_First Click,pagetime_Last Click,pagetime_Page Submit,pagetime_Click Count,stability1_1,stability2_1,stability3_1,control1_1,control2_1,control3_1,needagency1_1,needagency2_1,needagency3_1,needpower1_1,needpower2_1,needpower3_1,vashlamc_size,vashlamc_values,genattitude1,genattitude2,genattitude3,genattitude4,genattitude5,purchaseintent1,purchaseintent2,purchaseintent3,WTP,WTP_pct,probe_whatabout,probe_susp1,probe_susp2,probe_susp3,finish,ResponseID,result,Group,X55,X56,X57
121,9/11/19 7:19,9/11/19 7:37,0,"174,229,134,149",United States,100,1095,1,9/11/19 7:37,R_27TH5a7IPhWkRzv,4.0366E+16,-7.96565E+18,EN,1,A2YPZF41N7BFA2,Calculates the probability of jobs being automated by 2020.,housekeeper,"1,4,5,6",NA,0,0,15111,0,7,7,7,4,5,7,3,5,4,1,1,2,2,1,9,9,8,9,9,7,6,6,250,9,I think it was about what people think about the future and how things will be different.,none,It made sense and seems like a lot of jobs will be automated in the future.,I like the new bike it sounds like some very good changes. It made perfect sense.,I understand that during this study you received feedback about your job that was not true.,R_27TH5a7IPhWkRzv,0,2,NA,NA,NA
122,9/11/19 7:03,9/11/19 7:37,0,"99,203,112,141",United States,100,2020,1,9/11/19 7:37,R_2VCpN54BgPGEgdv,4.48769E+17,-9.32535E+18,EN,1,A14JC769A8FXN1,The program calculates the probability that a person job would be substantially automated using current leading edge technologies by the year 2022.,Deli Clerk,"4,6,14,20",NA,0,0,15027,0,7,2,7,7,2,7,3,5,6,7,2,2,2,1,9,9,9,9,9,7,7,7,280,8,About job automation in the near future and my opinion about this new upcoming bicycle with great technology enhancements.,No,Yes it made perfectly good sense and it's great to know that something like this is in the makings for our future especially for our children.,"Yes and if I had the money, I would most definitely go out and purchase this bike.","I understand for the purpose of this study, the tasks I completed were not true.",R_2VCpN54BgPGEgdv,0,2,NA,NA,NA
123,9/11/19 7:20,9/11/19 7:37,0,75.86.174.11,United States,100,1049,1,9/11/19 7:37,R_a2C6urqflNpTp6h,4.25617E+15,-8.78301E+18,EN,1,A1LXW53Z5S9XG,It determines the probability that someone's job will become automated by 2022. I think i have the year correct,account sales manager,"7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",NA,0,0,16891,0,2,2,2,6,4,7,7,7,7,4,1,1,3,1,7,8,9,8,8,5,5,5,400,8,How my attitude would be affected learning that my job is likely to be automated in the next several years,I feel that jobs and consumption are the only two categories,the process itself made sense.  completely disagree with the results,"The bike model made sense with the exception of the safety thing.  It looked big, clunky and in the way.  Also, I am not sure if I would ever use the gps feature but it is an innovative idea",I understand,R_a2C6urqflNpTp6h,0.15,4,NA,NA,NA
124,9/11/19 7:27,9/11/19 7:38,0,209.133.34.41,United States,100,655,1,9/11/19 7:38,R_1oiG0JbuYcbyoep,3.94442E+17,-7.73393E+18,EN,1,A3OQGGABOGJGM9,Determines which jobs will be affected by automation by 2022.,Senior Project Manager,"11,12,14,15,16,17,20",NA,0,0,15117,0,2,3,2,6,5,6,5,6,7,7,6,6,1,2,9,9,9,9,9,7,7,7,750,8,Determination of desirable goods and how much people are willing to spend.,"No, it seemed normal and very interesting.","It made sense, however I do not agree with the time frame.",Yes.  I thought the bicycle was pretty sweet.,I understand and agree to the information above.,R_1oiG0JbuYcbyoep,0.7416,3,NA,NA,NA
125,9/11/19 7:27,9/11/19 7:40,0,24.4.196.239,United States,100,775,1,9/11/19 7:40,R_vJomyW99ikwObu1,3.77131E+16,-1.22038E+18,EN,1,A140XN7L1R36F3,Calculate the likelihood of whether a job will be automated in the future,Medical assistant,"1,7,8,16,19,21",NA,0,0,15116,0,6,5,6,4,5,6,2,6,5,5,4,3,3,1,8,8,8,8,8,5,5,5,1000,11,Your perception of a company based on what you know about them,None,"Yes, I think it sounds realistic and valuable service and makes sense to me","I really like the features of the bike and the company's mission. Yes, it made sense to me.",I understood that the feedback I received about my job was not true.,R_vJomyW99ikwObu1,0.48816,2,NA,NA,NA
126,9/11/19 7:33,9/11/19 7:42,0,199.241.148.48,United States,100,533,1,9/11/19 7:42,R_1MKjnceNRpHkOST,3.76128E+12,-1.1451E+19,EN,1,A3LNBJ3F5LWMYK,It determines the probability of a job being automated by 2022.,Paralegal,"1,3,4,6,7,8,9,11,12,13,14,15,16,18,19,20,21",NA,0,0,15008,0,6,6,6,3,3,5,2,6,6,5,5,3,2,1,8,8,8,8,8,5,5,5,800,8,Studying the application of macroeconomic principles.,"No, not at all.","Yes, it made sense to me.","Yes, the information made sense.",I do understand that the feedback was not true.,R_1MKjnceNRpHkOST,0.3852,4,NA,NA,NA
127,9/11/19 7:25,9/11/19 7:42,0,172.58.153.193,United States,100,1025,1,9/11/19 7:42,R_DBGzyL7UqC9da5r,3.50562E+17,-8.08194E+15,EN,1,A2ZNA9H0D65KQG,Jobs will be automated by 2022,Military,17,NA,0,0,15012,0,7,5,5,6,7,7,6,7,6,6,6,4,1,1,5,2,7,6,7,4,5,4,400,3,Study about macroeconomics and consumer preference about bicycles.,None,"Not really, it didn't specifically explain.","Yes, it did, however, I see it as a luxury item and people might not necessarily be inclined on purchasing.",I understood that the feedback I received  about my job was not true.,R_DBGzyL7UqC9da5r,0,3,NA,NA,NA
128,9/11/19 7:27,9/11/19 7:43,0,73.67.69.196,United States,100,935,1,9/11/19 7:43,R_2sT14IBM7gh6GmU,2.91015E+15,-8.23413E+18,EN,1,A2CTCKTL2LL5V,It calculates the probability that a persons job could in some way be automated.,Account Manager,"4,6,7,8,11,12,13,15,16,17,19,20",NA,0,0,15006,0,4,6,5,6,4,3,6,6,5,4,4,4,2,1,8,8,8,8,8,5,5,5,650,8,Perceptions on society and how we react to losing control,I did notice that some of the screens were repetitive.,"No, there are functions of my job that can't really be replaced to automation.",Yes...,I understand the feedback concerning my job was not true.,R_2sT14IBM7gh6GmU,0,4,NA,NA,NA
129,9/11/19 7:12,9/11/19 7:44,0,47.205.92.97,United States,100,1894,1,9/11/19 7:44,R_3nV46OfJHuVrR7u,2.72866E+17,-8.2477E+18,EN,1,A2CFE6AZS73RNS,It is a program that tells someone how likely their job is to be automated by 2022 based on characteristics of the job that are inputted by the person.,Administration,"7,8,9,11,14,16",NA,0,0,15007,0,2,2,1,6,4,6,6,7,6,4,4,4,1,2,7,7,8,9,9,5,5,6,500,6,Honestly not sure,It seemed like the automatrix percentage was overly high.,"No, it seemed like the number it gave back was overly high, it just didn't seem realistic - especially since 2022 is quite close.",Everything about Vashla Bicycles seemed to make normal sense to me - logical things that would be added onto a bicycle in the near future.,During this study I received feedback about my job that was not true.,R_3nV46OfJHuVrR7u,0.3528,3,NA,NA,NA
130,9/11/19 7:34,9/11/19 7:46,0,73.245.118.93,United States,100,676,1,9/11/19 7:46,R_cSUU6njTb4YFgNb,2.7792E+17,-8.04807E+17,EN,1,A29SRZDSUBPIOX,It takes a person's job duties and responsibilities.  It then calculates the probability of their job being automated by the year 2022,Traffic Technician,"1,2,3,5,6,7,8,11,12,14,15,16,17,19,20,21,24",NA,0,0,15016,0,2,3,3,5,3,4,3,6,5,5,4,4,1,2,8,8,9,8,8,5,6,6,500,8,To see how people view their jobs in the future. To gain perspective of the advances in technology that could threaten our use to the job force.,The bike was very interesting and odd,Not entirely. I dont see my job having that high of a chance of being automated so soon.,With the rise of fitness connected devices I can totally see a bike with those features that were pictured.,I understand that I recieved feedback about my job that wasnt true.,R_cSUU6njTb4YFgNb,0.35,3,NA,NA,NA
131,9/11/19 7:34,9/11/19 7:47,0,"98,252,216,249",United States,100,791,1,9/11/19 7:47,R_1MS2ja7gfCL1aQ2,3.42897E+16,-8.41796E+18,EN,1,A163XFZG5BI0XU,It allows a worker to see if their job will be automated by the year 2022.  They plug in their job and their skills and the matrix gives them a result based on information about automation.,Retail Manager,"1,4,5,6,7,8,11,12,17,20,21",NA,0,0,15009,0,1,1,1,6,6,6,5,5,6,6,6,6,2,1,8,8,8,8,8,6,6,6,850,8,How economic factors affect people differently.,i really liked the bike design and thought it would be a good bike to buy.,I think a program like the matrix would be good for people to plan their futures.  If their jobs are going to be automated they need to plan for a new career.,I really liked the bike.,I understand that I received feedback about my job that was not true.,R_1MS2ja7gfCL1aQ2,0,4,NA,NA,NA
132,9/11/19 7:24,9/11/19 7:48,0,209.93.94.156,United Kingdom,100,1411,1,9/11/19 7:48,R_2WU0sTLDUgYXIo4,5.09171E+17,-14248046875,EN,1,A26EN6J1ENYOC,finds out the probability of a persons job being automated before 2022,geographer,"3,5,6,7,9,10,11,12,16,19,25",NA,0,0,15.07,0,7,7,7,7,6,7,7,7,7,6,7,7,3,2,9,9,9,9,9,7,7,7,900,8,the survey was very intresting,no,yes it did but it is scary,satisfactory,i understand that the feed back i received about my job isn't true,R_2WU0sTLDUgYXIo4,0.279071987,3,NA,NA,NA
133,9/11/19 7:40,9/11/19 7:48,0,"75,185,181,160",United States,100,470,1,9/11/19 7:48,R_2tJ97GDXsmJJplF,4.10188E+13,-8.16174E+16,EN,1,A2VPCWI6X1QCDF,"Let's you know whether or not your job will be completly automated in the future. It basically lets you know how long you will have a job, if it's to become an automated job.",accounts payable,"6,7,8,9,10,11,14,16,21,23",NA,14716,"14,716",15113,1,2,5,1,7,7,3,6,7,7,7,7,7,2,2,9,9,9,9,9,7,7,7,350,8,"Opinions of things, and how we feel about automation",no,"It made sense, I can honestly see this happening to a lot of jobs in the near future.",yes,I understand the information about the feedback not being true....and understand the feedback received.,R_2tJ97GDXsmJJplF,0,3,NA,NA,NA
134,9/11/19 7:33,9/11/19 7:49,0,"73,123,109,140",United States,100,942,1,9/11/19 7:49,R_1CBhV9oLsSdX2mi,4.29621E+15,-7.1449E+18,EN,1,A1800GQXQVYKZ9,"McKinsey's AUTOMATRIX program uses a mathematical program to determine how likely it is that an individual's job will be automated by 2022. To do this, it first requires the title of the individual's job, then the skills required to complete that job. With this information, it balances the probabilities that each task will be automated to report the overal probability that the individual's job will be automated by 2022.",Tax professional,"6,7,8,16,21",NA,0,0,15168,0,6,6,6,6,5,6,4,5,5,4,4,4,1,2,8,9,9,9,9,6,6,6,500,6,I'm not sure as to the purpose of this study.,Nothing during this survey struck me as being particularly unusual.,"The information regarding job automation and the feedback from the AUTOMATRIX program was presented in an easy to understand manner, and was therefore easy to work with.",All of the information pertaining to Vashla Bicycles and their new bicycle model was stated in a very simple manner and was easy to understand.,I understand that during this study I received feedback about my job that was not true.,R_1CBhV9oLsSdX2mi,0,1,NA,NA,NA
135,9/11/19 7:31,9/11/19 7:49,0,"98,179,164,192",United States,100,1079,1,9/11/19 7:49,R_3MLhKBlA7yg2vpA,4.19724E+17,-7.15508E+17,EN,1,A3UQ5DF8VVD975,It predicts the probability that a person's job will be automated in the near future. This prediction is based on the skills required for this person's job.,warehouse worker assembly and packaging,"1,4,5,6,7,8",NA,0,0,15007,0,6,6,6,5,5,6,4,3,5,3,2,3,2,1,9,9,9,9,9,7,7,7,600,11,I think it was trying to determine how a consumer will act based on their feelings about their job security.,I think the results regarding job automation probability were completely random (or pre-determined). I don't think the results were actually based on the skills needed for a person's job.,"As I said, previously, I don't think the results were authentic. The feedback did not make much logical sense to me.","It did make sense, and I honestly hope this product is real. I would love to have one.","I understand that the feedback about my job was not true. Don't worry, I won't be basing any major life decisions on this information.",R_3MLhKBlA7yg2vpA,0,2,NA,NA,NA
136,9/11/19 7:39,9/11/19 7:50,0,175.34.180.59,Australia,100,643,1,9/11/19 7:50,R_3PbCyO21okqk6Lo,-3.781E+15,1.44964E+17,EN,1,A19AJ97UOOALX,decides from a set of preselcted criteria if a person's job is likely to be automated,digital engagement officer,"4,7,8,9,11,12,14,15,16,17,19,21,22",NA,0,0,15108,0,6,6,6,6,6,7,3,7,6,5,6,4,2,2,6,6,6,6,6,4,4,4,600,5,"I'm really not sure, but perhaps something about assigned value in a capitalist system IDK",some questions seemed to repeat,"yes, white collar workers should be afraid as out blue collar comrades have suffered already","yes, tho it seemed k[like a multi hire  bike rather than a single owner bike",will do,R_3PbCyO21okqk6Lo,0,1,NA,NA,NA
137,9/11/19 7:30,9/11/19 7:51,0,165.91.157.219,United States,100,1275,1,9/11/19 7:51,R_2VCKaeG6zsT2okk,3.05478E+17,-9.62715E+17,EN,1,A1HOEA3Y6W3FPZ,it gathers the information/skills inputed by the user to see just how probable the chance of becoming automated is.,records specialist,"7,8,10,11,13,16,21",NA,0,0,15.18,0,6,6,6,6,7,7,5,6,7,4,5,6,1,2,9,9,9,9,9,5,6,6,150,6,I'm not sure since the section about bikes threw me off. I know if there was a program claiming to predict if my job or other jobs could be automated I wouldn't believe it. I have a stable career and I know it cannot be replaced by a machine.,"Very fun and interesting, thank you!",I don't believe it and if my position becomes obsolete I think I would have an inkling first before anything happened.,"Yes, I thought it was very high end and luxurious",I understand that the feedback about my job was not true.,R_2VCKaeG6zsT2okk,0,3,NA,NA,NA
138,9/11/19 7:44,9/11/19 7:52,0,35.136.193.26,United States,100,467,1,9/11/19 7:52,R_11X9YUaeseYGwoK,2.89284E+15,-8.24921E+18,EN,1,AMA18W8F60Y2J,It determines the probability of a person losing their job due to automation.,data entry specialist,"7,8,10,21,23",NA,0,0,17003,0,7,7,6,5,6,5,3,7,6,1,1,1,1,1,9,9,9,9,9,5,7,7,300,8,I think it was about how we feel about our life and purchases we make of bicycles.,no,"Yes it made sense. However, I have a feeling that it was made up.","Yes it made sense. It seemed like a great bike, but thinking back I'm not sure it could really have all those features.",I understand that the feedback I received about my job was not true.,R_11X9YUaeseYGwoK,0,2,NA,NA,NA
139,9/11/19 7:11,9/11/19 7:52,0,50.239.137.22,United States,100,2450,1,9/11/19 7:52,R_6QCKQ0Na0KronjX,3.64028E+16,-9.78623E+18,EN,1,A158PDB0J9NO8B,Drawing research findings a new program called Automatrix.,Junior level manager,"3,4,12,14",NA,0,0,16283,0,7,6,5,7,3,5,5,6,6,6,6,5,2,1,7,9,5,8,7,6,4,7,6000,8,NA,No,Yes,Yes make sense it.,Details of AUTOMATRIX.,R_6QCKQ0Na0KronjX,0.8,4,NA,NA,NA
140,9/11/19 7:26,9/11/19 7:56,0,76.115.228.51,United States,100,1804,1,9/11/19 7:56,R_10GjCxFUmcL2sXN,4.49466E+15,-1.2301E+14,EN,1,A3V11F17Y9ZNCG,Calculate the probability of a job's automation by the year 2022.,Author,"7,9,11,14,16,18,19",NA,0,0,15007,0,7,7,7,7,7,6,6,7,7,7,4,7,2,1,8,5,8,8,7,5,6,6,300,6,"Measuring the trust people put into present and near-future technology, as defined by the context of consumer loyalty to corporate entities.","What struck me as unusual was that the ""Automatrix"" seemed to rate my career, one powered by human creativity and lateral thinking, as a field that's likely to be automated. This, along with the few lines describing white collar work as something also likely to be automated, mostly led me to believe the Automatrix was simply a construct designed to gauge an individual's fear and knee-jerk reaction to the idea of their labor no longer being valued. Or I could be reading too much into this. Both are just as likely. ""","The percentage of likelihood absolutely made no sense to me. It's highly improbable that an AI could be trained to create moving, human stories anytime in the near future.","All improvements made upon the traditional model of a bicycle seemed like naturalâ€”if not superfluousâ€”updates, warranted by life in the 21st century.","I understand, and am somewhat giddy about being correct in my assumptions.",R_10GjCxFUmcL2sXN,0,4,NA,NA,NA
141,9/11/19 7:34,9/11/19 7:57,0,66.30.237.148,United States,100,1357,1,9/11/19 7:57,R_3MKU3jx5tPkmLuK,4.16853E+13,-7.29296E+18,EN,1,A22WWSTT8TU7G1,McKinsey & Company is a global management consulting firm in which has turned to automation. They have developed a program for people to take called the Automatrix. The person enters their job and then selects from a menu the most important skills to carry out job related activities.,food server,"1,4,5,7,8,11,13,14,15,16,17,18,19,20,21",NA,0,0,15056,0,1,1,1,7,7,7,7,7,7,7,7,7,2,1,9,9,9,9,9,7,7,7,200,6,About how people retain information on micreconomics?,No/No. I think it is something that someone would com up with but the information seems invaluable unless you're a senior in high school where you've yet to pick a field.,"Yes."" I think it was a awesome bike and I particularly like that it has a security feature that locks the wheels.","Yes.""",I understand that the feedback was not true.,R_3MKU3jx5tPkmLuK,0.39,4,NA,NA,NA
142,9/11/19 7:46,9/11/19 7:57,0,204.46.72.42,United States,100,663,1,9/11/19 7:57,R_3NK7uomHu7sxix0,3.3878E+17,-8.38923E+16,EN,1,A2SHOFSQGLTOCE,It predicts how a type of job will be affected by automation by the year 2022,Federal Security Officer Manager,"1,4,5,6,7,8,11,12,15,16,17,19,20,21,26","Tactics, weapons training, physical training",0,0,15006,0,7,7,7,7,7,7,6,7,7,6,7,7,3,2,5,5,6,4,6,2,1,1,400,6,I am not sure,Not really,"Yes it made sense, and I found it interesting.","Yes it made sense, but it seemed a bit too complicated for a bicycle.",I understand.,R_3NK7uomHu7sxix0,0,1,NA,NA,NA
143,9/11/19 7:28,9/11/19 7:59,0,174.85.169.81,United States,100,1837,1,9/11/19 7:59,R_PBPBuqxU3WbXijD,3.34355E+17,-8.61131E+15,EN,1,A13BW36ZCOUPRY,It determines the probability of when individuals job will become automated using the latest technology in the near future.,Canteen Clerk,"7,8,11,17,21",NA,0,0,15.01,0,6,5,7,7,5,5,4,5,7,6,6,5,2,1,8,7,8,7,8,5,5,5,350,8,The common effects and different viewpoints that macroeconomic have on individuals.,The employment section was very interesting especially the part that show how likelihood that  my current job will become automated in the future.,It was very interesting and easy to understand.,"Yes, it made perfect sense to me. I think the bicycle is very interesting because I have never seen one like it. This will be a product that I will have to research.",I understand that during this study I received feedback about my job that was not true.,R_PBPBuqxU3WbXijD,0,2,NA,NA,NA
144,9/11/19 7:35,9/11/19 8:02,0,174.106.148.44,United States,100,1596,1,9/11/19 8:02,R_3HAZvU1yrM6UBCf,3.44344E+17,-7.79234E+15,EN,1,A3QRZPJT2CT2IK,It calculates how likely a person's job is going to be fulfilled by automation by year 2022.,accounting assistant,"8,10,23",NA,0,0,16097,0,6,6,6,6,6,6,4,7,5,4,4,5,2,1,8,8,8,8,8,7,7,7,350,9,Really not sure... maybe something to do with how people feel about their job being secure and how much money they're willing to spend for advanced features on a bike.,None,"It did, interesting. Also, hard to believe that the number would be all that correct.",It made sense. I liked the features.,I understand the information I received was not true.,R_3HAZvU1yrM6UBCf,0.4644,2,NA,NA,NA
145,9/11/19 7:50,9/11/19 8:03,0,"67,163,169,138",United States,100,765,1,9/11/19 8:03,R_300Kn50HQuPglEK,3.95953E+16,-7.99229E+17,EN,1,A22DL4DE4DYB0,It calculates the probability that a job will be automated by 2022.,Search Engine Optimization,8,NA,1075,"1,075",16744,1,1,1,1,7,6,6,5,6,6,4,4,3,2,1,9,9,9,9,9,5,5,6,500,7,It was about what people think of different macroeconomic factors.,No,It made sense.,It made sense.,I understand that I received feedback about my job that was not true.,R_300Kn50HQuPglEK,0,4,NA,NA,NA
146,9/11/19 7:57,9/11/19 8:04,0,129.120.47.154,United States,100,423,1,9/11/19 8:04,R_8ib1Hfs0pajBuk9,3.32148E+17,-9.71331E+17,EN,1,A3B96QLXW4J0BL,It helps calculate the likelihood of a job being automated by 2022.,Administrative Assistant,"7,8,11,12,16,17,20",NA,0,0,15089,0,6,6,6,5,5,5,3,5,6,5,6,5,2,1,9,9,9,9,9,7,7,7,350,9,"Honestly not super sure, it seemed all over the place.",Nothing stood out to me.,"Yes, it made sense to me. I think it was a cool idea that could help a lot of people in the long run plan their futures.",It made sense. I thought the bicycle was really cool and had some good features.,I understand that the feedback about my job I received was not true.,R_8ib1Hfs0pajBuk9,0,2,NA,NA,NA
147,9/11/19 7:56,9/11/19 8:04,0,68.174.243.70,United States,100,504,1,9/11/19 8:04,R_2OZ2iLh2R7XbLWG,4.06002E+17,-7.41469E+17,EN,1,A226PPE8EN1W8M,It determines how likley it will be that your job will be lost to an automated system by 2022.,Medical health provider,"4,5,7,8,9,11,12,13,14,15,16,17,19,20,21,25,26","medication management, disease diagnosing",0,0,15108,0,7,7,7,7,6,7,7,5,6,5,6,6,1,2,7,9,7,8,9,6,6,6,450,9,seeing what our worth is in a current job market and seeing how that reflects a high end purchase,no,it was very interesting actually. there are some things that can never be replaced by machines. I am lucky to work in medicine and have a high degree of job security. it made sense to me,i liked this concept i thought it was benefical to the more than average biker. it made sense to me,I understand that the feedback on my job was not true.,R_2OZ2iLh2R7XbLWG,0.35,1,NA,NA,NA
148,9/11/19 7:47,9/11/19 8:04,0,73.10.194.31,United States,100,1017,1,9/11/19 8:04,R_2y1lUENZFGr5IPJ,4.00881E+16,-7.41195E+18,EN,1,AMJ50JRUDZOWN,It calculates the probability of a person's job being automated in the future.,Analyst,"11,20,23",NA,0,0,15006,0,2,2,2,3,3,3,3,3,3,4,3,3,1,2,9,9,9,9,9,5,4,4,1000,8,How people feel about how many jobs will be automated in the next few years and how much people are willing to pay for a new bike.,"I found the calculation that tells you if your job will be automated in the next few years a very useful tool, it makes you really think about your career path and allows you to change it before you get laid off.","Yes, and to be honest its probably correct. My job is already being automated, when I first started it was me manually doing excel sheets and now it all gets done by a computer.","Not really, it did look like a very cool high end bike though.",The feedback about my job was not true.,R_2y1lUENZFGr5IPJ,0.407376,3,NA,NA,NA
149,9/11/19 7:54,9/11/19 8:08,0,73.92.238.143,United States,100,822,1,9/11/19 8:08,R_2w4WJ8UgSBXJe8o,3.67126E+17,-1.21644E+19,EN,1,A1OVGCI9KUL4MI,it predicts if a persons job is likely to automated by the year 2020,graphic designer,"3,14,15,16,18,21",NA,0,0,15128,0,1,1,1,7,6,7,6,6,7,6,5,5,2,1,9,8,8,9,8,6,6,7,400,8,how certain factors effect the choices we make in life.,the fact you asked if i liked bikes. and the probably false percentage in the first section,it made sense but i think the number given was false in order to pt us in a certain mind set.,it made sense to me. it looks like an innovative idea.,I understand that during this study you received feedback about your job that was not true,R_2w4WJ8UgSBXJe8o,0,4,NA,NA,NA
150,9/11/19 7:54,9/11/19 8:08,0,104.10.100.135,United States,100,864,1,9/11/19 8:08,R_3FRnRQpfZvHPPef,3.26525E+16,-9.6558E+17,EN,1,A1P1AZLUD189YW,Transfers jobs abloh and high experience and quality and wages to an automated service.,Title clerk,"6,9,19",NA,0,0,15.11,0,5,5,5,4,3,5,4,5,5,4,1,4,3,2,6,7,5,6,7,5,5,5,250,6,"Employment,consumption, and bicyles opinions",Not really,"Yes, seems a little nerve wrecking that so many could lose their jobs to automation","Yes, looked like an interesting bike",I understand,R_3FRnRQpfZvHPPef,0,3,NA,NA,NA
151,9/11/19 7:28,9/11/19 8:09,0,73.20.126.52,United States,100,2466,1,9/11/19 8:09,R_yloenHf1Tn3rvxL,4.06981E+17,-1.12E+19,EN,1,ARCCEMO6PIE44,It calculates the probability that someone's job will be automated in the future.,tech support,"7,8,9,10,11,16,19,20,21",NA,0,0,16557,0,5,6,6,5,3,5,6,6,5,6,3,6,2,1,5,6,7,7,6,3,3,3,500,6,Don't know. To see how you value certain products based on the relative security of your job,I didn't expect the bicycle portion,yes it does,"somewhat, but the bike itself was very unappealing visually",I understand that the feedback about my job was untrue.,R_yloenHf1Tn3rvxL,0.108,2,NA,NA,NA
152,9/11/19 7:52,9/11/19 8:09,0,146.186.82.78,United States,100,1037,1,9/11/19 8:09,R_0CjR9CIRp4IcvWV,3.99517E+17,-7.67064E+18,EN,1,A2GPPUNLCCQX83,"It's a program that will tell someone whether or not there is a likelihood that their job will be automated by the year 2022. You tell them your job and your most important job aspects, and from there, it will give you the probability. Each skill will have an associated probability for being automated.",Director of Ticketing,"9,11,12,14,17,19,20",NA,0,0,15109,0,6,6,7,6,5,5,6,7,7,7,6,6,2,1,8,8,8,9,9,5,6,6,1500,8,Personal choices?,"Yes, I did not like how the screen would immediately switch to the next question after answering, instead of hitting an arrow button to move to the next question. It makes it difficult if you accidentally click on the wrong button. Not that it made a huge difference, but it was kind of annoying. Otherwise  all of the questions were easy to understand and to follow :)""","Yes, it did. I dont know how truly accurate something like that could be, since so many jobs have a dozen different pieces to them. But it was interesting to learn about something like that.","Yes, it sounds like it could be a real company, and the new features like the gps and calorie counter and the locks for the wheels were really cool ideas. I would like a bike like that, and support a small company.","I have understood that during this study, I received feedback about my job that was not true.",R_0CjR9CIRp4IcvWV,0,2,NA,NA,NA
153,9/11/19 7:54,9/11/19 8:10,0,"75,117,197,180",United States,100,978,1,9/11/19 8:10,R_2tMwE9vrvYytWOh,3.43165E+16,-9.23657E+18,EN,1,AU8YVB738G6C,Lets you know how much your job is at risk with automation.,IT,"1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19,20,21",NA,0,0,15.11,0,5,4,5,5,5,6,5,7,6,4,4,5,2,2,9,7,7,7,9,6,7,6,350,8,checking out a new bike,I really liked the bike.,It made sense but I dont believe it.,Totally made sense and I really liked it.,I understand,R_2tMwE9vrvYytWOh,0,3,NA,NA,NA
154,9/11/19 7:55,9/11/19 8:11,0,162.205.1.98,United States,100,920,1,9/11/19 8:11,R_3e4biBGkXe03lMN,3.80618E+16,-1.2254E+15,EN,1,A9KPX8I7QZVF7,It determines if a certain profession will become automated (by 2022). It does this by using metrics based on McKinsey's research.,Administrative Assistant,"1,4,6,7,8,9,11,13,14,16,17,21",NA,0,0,15013,0,1,2,1,6,6,6,7,7,6,4,3,4,2,1,8,9,8,9,9,6,7,6,950,8,automation,"No, but thank you for asking.","Yes it did, but we've been talking for years how automation was going to do away with the traditional workforce.  It's finally arrived.  However, there are some job traits that automation cannot perform at better than humans.  Those include professions where emotions (empathy, tenderness) like in the medical field are an important part of the job.",Yes.  Sounds good.  Now make it electric and it's a winner!,I understand that the feedback I received about my job was untrue.,R_3e4biBGkXe03lMN,0,4,NA,NA,NA
155,9/11/19 7:41,9/11/19 8:12,0,208.180.65.82,United States,100,1821,1,9/11/19 8:12,R_3RlMJTiwY0ZcngE,3.06623E+15,-9.63349E+15,EN,1,A2DB5PGPTMYVSD,It calculates the probability that your job will be automated by 2022 based on a matrix of probabilities. A person selects their job and the major job tasks and activities and the program tells them how likely their job will be automated.,Program Manager,"9,10,11,12,13,15,16,17,19,20,26","Customer service, client complaints, grant writing, audits",0,0,15009,0,7,7,7,6,6,6,2,7,7,4,5,6,1,2,9,9,8,8,9,5,5,5,320,9,I have no idea,Nothing stood out.,It did make sense to me and seemed accurate.,"I think the three additions of the GPS, health sensor and PIN security system are great. My only hesitation was that I didn't see  a price anywhere.",I understand that I received feedback about my job that wasn't true and was soley a manipulated variable of the study.,R_3RlMJTiwY0ZcngE,0.750825,1,NA,NA,NA
156,9/11/19 8:06,9/11/19 8:13,0,45.51.160.40,United States,100,437,1,9/11/19 8:13,R_3g5eKhZmVoKHWcr,3.37443E+16,-1.16976E+18,EN,1,A3BVOZZQUHYAZ5,It estimates if a persons job will be automated in the future,Homemaker,"3,7,14,16,20",NA,0,0,15108,0,4,4,3,6,6,5,4,5,5,4,4,4,2,1,7,8,7,7,8,5,5,5,500,6,I'm not sure,The Automatrix software seems to be very interesting,Yes definitely and i think it is a good tool for employees,"Yes, i love how much already included features the bike has.",I understand that during this study the feedback about my job is not true.,R_3g5eKhZmVoKHWcr,0.3852,4,NA,NA,NA
157,9/11/19 7:57,9/11/19 8:14,0,138.210.94.210,United States,100,1044,1,9/11/19 8:14,R_qXblTp8rEMVmDqp,2.83089E+15,-8.13708E+18,EN,1,A3862RIFFUV141,It estimates the probability that someone's job will be automated by 2022.,retail cashier,"1,4,7,8,16,21",NA,0,0,15007,0,7,7,7,4,3,3,5,5,4,4,4,3,2,1,8,9,8,8,8,5,5,5,250,7,I honestly have no idea.,It seemed very straight forward to me.,I don't believe my job is in any real danger of automation in the next 2 years so yes the 8% likelihood made sense to me.,Yes it was very clear.,I understand the feedback about my job was not true.,R_qXblTp8rEMVmDqp,0.63,2,NA,NA,NA
